year,state_fips,county_fips,state,county,total,female,male,alaskan_or_am_indian,asian,black,hispanic,mixed,pacific_islander,white
2008,01,043,Alabama,"Cullman County",80273,50.5,49.5,0.5,0.4,1.1,4.0,1.0,0.0,96.9
2009,01,043,Alabama,"Cullman County",80351,50.5,49.5,0.6,0.4,1.1,4.2,1.0,0.0,96.8
2010,01,043,Alabama,"Cullman County",80459,50.6,49.4,0.6,0.4,1.2,4.3,1.0,0.1,96.8
2000,01,045,Alabama,"Dale County",49124,50.4,49.6,0.6,1.1,20.6,3.4,1.8,0.2,75.8
2001,01,045,Alabama,"Dale County",49254,50.5,49.5,0.6,1.1,20.5,3.6,1.8,0.1,75.8
2002,01,045,Alabama,"Dale County",49373,50.3,49.7,0.7,1.2,20.4,3.7,1.8,0.1,75.8
2003,01,045,Alabama,"Dale County",49215,50.4,49.6,0.7,1.1,20.3,3.9,2.0,0.1,75.8
2004,01,045,Alabama,"Dale County",49245,50.2,49.8,0.7,1.1,20.3,4.2,2.1,0.1,75.7
2005,01,045,Alabama,"Dale County",49050,50.4,49.6,0.7,1.1,20.5,4.1,2.2,0.1,75.4
2006,01,045,Alabama,"Dale County",49077,50.4,49.6,0.7,1.1,20.4,4.4,2.4,0.1,75.4
2007,01,045,Alabama,"Dale County",49488,50.6,49.4,0.7,1.1,20.0,5.0,2.4,0.1,75.6
2008,01,045,Alabama,"Dale County",49871,50.7,49.3,0.8,1.1,19.8,5.1,2.5,0.1,75.7
2009,01,045,Alabama,"Dale County",49854,50.5,49.5,0.8,1.1,19.6,5.5,2.6,0.1,75.7
2010,01,045,Alabama,"Dale County",50358,50.6,49.4,0.8,1.1,19.5,5.7,2.7,0.1,75.8
2000,01,047,Alabama,"Dallas County",46198,54.5,45.5,0.1,0.4,63.4,0.6,0.4,0.0,35.7
2001,01,047,Alabama,"Dallas County",46132,54.5,45.5,0.1,0.4,64.1,0.7,0.4,0.0,35.0
2002,01,047,Alabama,"Dallas County",45377,54.4,45.6,0.1,0.4,64.8,0.7,0.4,0.0,34.3
2003,01,047,Alabama,"Dallas County",45170,54.3,45.7,0.1,0.4,65.5,0.7,0.5,0.0,33.5
2004,01,047,Alabama,"Dallas County",44795,54.2,45.8,0.1,0.4,66.1,0.6,0.5,0.0,32.9
2005,01,047,Alabama,"Dallas County",44434,54.0,46.0,0.2,0.3,66.7,0.7,0.5,0.0,32.2
2006,01,047,Alabama,"Dallas County",44323,53.9,46.1,0.2,0.3,67.5,0.7,0.5,0.0,31.4
2007,01,047,Alabama,"Dallas County",44194,53.9,46.1,0.2,0.3,68.3,0.6,0.6,0.0,30.6
2008,01,047,Alabama,"Dallas County",44265,53.9,46.1,0.2,0.3,68.9,0.6,0.6,0.0,29.9
2009,01,047,Alabama,"Dallas County",43759,53.8,46.2,0.2,0.3,69.2,0.6,0.6,0.0,29.7
2010,01,047,Alabama,"Dallas County",43790,53.8,46.2,0.2,0.3,69.5,0.8,0.6,0.1,29.3
2000,01,049,Alabama,"DeKalb County",64650,51.1,48.9,0.9,0.2,1.7,5.6,1.2,0.1,96.0
2001,01,049,Alabama,"DeKalb County",65678,50.9,49.1,1.0,0.2,1.8,6.6,1.2,0.2,95.6
2002,01,049,Alabama,"DeKalb County",65861,50.9,49.1,1.2,0.2,1.7,7.3,1.3,0.2,95.3
2003,01,049,Alabama,"DeKalb County",66530,50.8,49.2,1.3,0.3,1.8,8.2,1.5,0.3,94.9
2004,01,049,Alabama,"DeKalb County",67260,50.6,49.4,1.4,0.3,1.8,9.1,1.5,0.4,94.6
2005,01,049,Alabama,"DeKalb County",67794,50.7,49.3,1.5,0.3,1.8,10.0,1.7,0.5,94.3
2006,01,049,Alabama,"DeKalb County",68495,50.7,49.3,1.7,0.3,1.8,10.9,1.7,0.6,94.0
2007,01,049,Alabama,"DeKalb County",69450,50.8,49.2,1.7,0.3,1.8,11.5,1.8,0.6,93.7
2008,01,049,Alabama,"DeKalb County",70228,50.7,49.3,1.9,0.3,1.9,12.4,1.9,0.7,93.3
2009,01,049,Alabama,"DeKalb County",70864,50.5,49.5,2.1,0.3,1.8,13.1,2.0,0.8,93.0
2010,01,049,Alabama,"DeKalb County",71151,50.6,49.4,2.1,0.4,1.8,13.5,2.2,0.9,92.7
2000,01,051,Alabama,"Elmore County",66160,49.4,50.6,0.4,0.4,20.7,1.2,0.9,0.0,77.6
2001,01,051,Alabama,"Elmore County",67459,49.6,50.4,0.4,0.4,21.0,1.4,1.0,0.0,77.1
2002,01,051,Alabama,"Elmore County",68659,49.8,50.2,0.4,0.5,20.9,1.5,1.0,0.0,77.2
2003,01,051,Alabama,"Elmore County",69935,50.1,49.9,0.4,0.5,20.7,1.6,1.0,0.1,77.4
2004,01,051,Alabama,"Elmore County",71018,50.1,49.9,0.5,0.5,20.4,1.8,1.1,0.1,77.5
2005,01,051,Alabama,"Elmore County",72978,50.3,49.7,0.4,0.6,20.2,2.0,1.1,0.1,77.7
2006,01,051,Alabama,"Elmore County",75246,50.5,49.5,0.4,0.6,20.6,2.2,1.1,0.1,77.3
2007,01,051,Alabama,"Elmore County",77124,50.6,49.4,0.4,0.6,20.5,2.3,1.2,0.1,77.3
2008,01,051,Alabama,"Elmore County",77698,50.9,49.1,0.4,0.6,20.2,2.5,1.2,0.1,77.5
2009,01,051,Alabama,"Elmore County",78632,51.1,48.9,0.4,0.6,20.1,2.6,1.3,0.1,77.5
2010,01,051,Alabama,"Elmore County",79549,51.2,48.8,0.4,0.7,20.2,2.7,1.3,0.1,77.3
2000,01,053,Alabama,"Escambia County",38325,49.4,50.6,3.0,0.3,30.8,1.0,1.0,0.0,64.9
2001,01,053,Alabama,"Escambia County",38197,49.7,50.3,3.1,0.3,30.9,1.2,1.0,0.0,64.6
2002,01,053,Alabama,"Escambia County",38035,49.5,50.5,3.2,0.2,30.9,1.2,1.0,0.0,64.6
2003,01,053,Alabama,"Escambia County",37796,49.6,50.4,3.1,0.3,30.9,1.2,1.1,0.0,64.5
2004,01,053,Alabama,"Escambia County",37713,49.5,50.5,3.2,0.2,30.9,1.3,1.2,0.0,64.4
2005,01,053,Alabama,"Escambia County",37601,49.2,50.8,3.3,0.2,31.0,1.6,1.3,0.0,64.2
2006,01,053,Alabama,"Escambia County",37673,49.0,51.0,3.3,0.3,31.1,1.7,1.2,0.0,64.0
2007,01,053,Alabama,"Escambia County",37839,48.9,51.1,3.4,0.3,31.3,1.8,1.3,0.0,63.7
2008,01,053,Alabama,"Escambia County",37929,48.9,51.1,3.4,0.3,31.6,1.8,1.4,0.1,63.3
2009,01,053,Alabama,"Escambia County",38249,48.5,51.5,3.3,0.3,31.8,1.9,1.5,0.1,63.1
2010,01,053,Alabama,"Escambia County",38292,48.4,51.6,3.2,0.3,32.0,2.0,1.5,0.1,62.9
2000,01,055,Alabama,"Etowah County",103286,52.1,47.9,0.3,0.4,14.8,1.7,0.8,0.0,83.6
2001,01,055,Alabama,"Etowah County",102976,52.1,47.9,0.4,0.5,14.7,1.9,0.8,0.1,83.6
2002,01,055,Alabama,"Etowah County",102988,52.0,48.0,0.4,0.5,14.7,2.1,0.9,0.1,83.5
2003,01,055,Alabama,"Etowah County",103025,52.0,48.0,0.4,0.5,14.7,2.2,0.9,0.1,83.3
2004,01,055,Alabama,"Etowah County",103080,51.9,48.1,0.4,0.5,14.8,2.4,1.0,0.2,83.1
2005,01,055,Alabama,"Etowah County",103174,51.9,48.1,0.4,0.6,14.8,2.6,1.0,0.2,82.9
2006,01,055,Alabama,"Etowah County",103528,51.8,48.2,0.5,0.6,15.0,2.8,1.1,0.2,82.6
2007,01,055,Alabama,"Etowah County",103893,51.7,48.3,0.5,0.6,15.2,2.9,1.1,0.2,82.4
2008,01,055,Alabama,"Etowah County",104206,51.6,48.4,0.5,0.6,15.1,3.1,1.2,0.3,82.3
2009,01,055,Alabama,"Etowah County",104239,51.6,48.4,0.5,0.6,15.1,3.3,1.3,0.3,82.1
2010,01,055,Alabama,"Etowah County",104462,51.5,48.5,0.5,0.7,15.3,3.3,1.4,0.3,81.8
2000,01,057,Alabama,"Fayette County",18512,51.8,48.2,0.2,0.2,11.9,0.8,0.4,0.0,87.3
2001,01,057,Alabama,"Fayette County",18384,51.6,48.4,0.2,0.2,12.0,0.9,0.4,0.0,87.2
2002,01,057,Alabama,"Fayette County",18278,51.4,48.6,0.2,0.2,11.8,0.9,0.5,0.0,87.3
2003,01,057,Alabama,"Fayette County",18178,51.4,48.6,0.3,0.2,11.7,0.9,0.5,0.0,87.3
2004,01,057,Alabama,"Fayette County",18022,51.3,48.7,0.3,0.2,11.7,1.0,0.5,0.0,87.3
2005,01,057,Alabama,"Fayette County",18030,51.1,48.9,0.3,0.2,11.5,1.0,0.7,0.0,87.3
2006,01,057,Alabama,"Fayette County",17767,50.9,49.1,0.3,0.2,11.6,1.1,0.7,0.0,87.1
2007,01,057,Alabama,"Fayette County",17523,50.7,49.3,0.3,0.2,11.6,1.1,0.8,0.0,87.1
2008,01,057,Alabama,"Fayette County",17541,50.7,49.3,0.3,0.2,11.9,1.1,0.8,0.0,86.7
2009,01,057,Alabama,"Fayette County",17310,50.6,49.4,0.4,0.2,11.6,1.2,0.9,0.0,86.9
2010,01,057,Alabama,"Fayette County",17219,50.6,49.4,0.4,0.2,11.5,1.1,0.9,0.0,87.0
2000,01,059,Alabama,"Franklin County",31242,50.9,49.1,0.3,0.1,4.3,7.4,0.6,0.2,94.5
2001,01,059,Alabama,"Franklin County",31190,51.0,49.0,0.5,0.1,4.2,7.6,0.7,0.2,94.4
2002,01,059,Alabama,"Franklin County",30891,50.8,49.2,0.6,0.1,4.1,8.3,0.7,0.1,94.3
2003,01,059,Alabama,"Franklin County",30874,50.7,49.3,0.7,0.2,4.0,8.9,0.8,0.1,94.2
2004,01,059,Alabama,"Franklin County",30768,50.5,49.5,0.8,0.2,4.0,9.6,0.9,0.1,94.0
2005,01,059,Alabama,"Franklin County",30968,50.5,49.5,0.9,0.2,3.9,10.4,1.1,0.1,93.8
2006,01,059,Alabama,"Franklin County",31134,50.2,49.8,1.0,0.2,4.0,11.5,1.1,0.1,93.5
2007,01,059,Alabama,"Franklin County",31004,50.2,49.8,1.1,0.2,4.1,12.5,1.1,0.1,93.4
2008,01,059,Alabama,"Franklin County",31459,50.2,49.8,1.2,0.2,4.1,13.6,1.3,0.1,93.1
2009,01,059,Alabama,"Franklin County",31589,50.1,49.9,1.4,0.2,4.0,14.4,1.3,0.1,93.0
2010,01,059,Alabama,"Franklin County",31729,50.1,49.9,1.3,0.3,4.2,14.6,1.4,0.1,92.7
2000,01,061,Alabama,"Geneva County",25740,51.4,48.6,0.8,0.1,10.7,1.8,0.6,0.0,87.8
2001,01,061,Alabama,"Geneva County",25565,51.4,48.6,0.8,0.1,10.4,1.9,0.7,0.0,88.0
2002,01,061,Alabama,"Geneva County",25580,51.5,48.5,0.8,0.1,10.6,2.0,0.8,0.0,87.6
2003,01,061,Alabama,"Geneva County",25702,51.4,48.6,0.8,0.2,10.4,2.1,0.8,0.0,87.8
2004,01,061,Alabama,"Geneva County",25772,51.2,48.8,0.8,0.2,10.4,2.4,0.9,0.0,87.7
2005,01,061,Alabama,"Geneva County",25988,51.2,48.8,0.8,0.2,10.2,2.7,1.0,0.1,87.7
2006,01,061,Alabama,"Geneva County",26271,51.1,48.9,0.8,0.2,10.1,2.9,1.1,0.0,87.6
2007,01,061,Alabama,"Geneva County",26322,51.2,48.8,0.8,0.2,9.9,3.1,1.2,0.0,87.8
2008,01,061,Alabama,"Geneva County",26646,51.2,48.8,0.8,0.3,9.8,3.1,1.3,0.0,87.8
2009,01,061,Alabama,"Geneva County",26653,51.1,48.9,0.8,0.3,9.6,3.4,1.3,0.1,87.9
2010,01,061,Alabama,"Geneva County",26815,51.1,48.9,0.9,0.3,9.7,3.5,1.3,0.0,87.8
2000,01,063,Alabama,"Greene County",9902,53.1,46.9,0.1,0.1,80.5,0.6,0.2,0.0,19.0
2001,01,063,Alabama,"Greene County",9866,52.8,47.2,0.1,0.1,80.6,0.6,0.2,0.0,19.0
2002,01,063,Alabama,"Greene County",9893,52.7,47.3,0.1,0.1,80.5,0.5,0.2,0.0,19.1
2003,01,063,Alabama,"Greene County",9805,52.5,47.5,0.1,0.1,80.5,0.6,0.2,0.0,19.0
2004,01,063,Alabama,"Greene County",9686,52.2,47.8,0.1,0.1,80.9,0.6,0.3,0.0,18.6
2005,01,063,Alabama,"Greene County",9675,51.9,48.1,0.1,0.1,80.4,0.7,0.3,0.0,19.1
2006,01,063,Alabama,"Greene County",9361,52.1,47.9,0.2,0.2,80.1,0.7,0.3,0.0,19.2
2007,01,063,Alabama,"Greene County",9385,52.2,47.8,0.2,0.1,80.8,0.7,0.4,0.0,18.5
2008,01,063,Alabama,"Greene County",9359,52.0,48.0,0.2,0.2,80.7,0.7,0.4,0.0,18.5
2009,01,063,Alabama,"Greene County",9182,52.2,47.8,0.2,0.2,81.1,0.8,0.4,0.0,18.1
2010,01,063,Alabama,"Greene County",8987,52.7,47.3,0.5,0.2,81.3,0.7,0.7,0.0,17.2
2000,01,065,Alabama,"Hale County",18194,49.8,50.2,0.2,0.1,59.7,0.9,0.4,0.0,39.5
2001,01,065,Alabama,"Hale County",17868,50.2,49.8,0.2,0.2,59.5,0.9,0.5,0.0,39.7
2002,01,065,Alabama,"Hale County",17376,50.5,49.5,0.2,0.1,59.4,0.9,0.4,0.0,39.9
2003,01,065,Alabama,"Hale County",17116,50.7,49.3,0.2,0.2,59.6,0.9,0.4,0.0,39.6
2004,01,065,Alabama,"Hale County",16765,51.0,49.0,0.2,0.2,59.5,0.9,0.4,0.0,39.8
2005,01,065,Alabama,"Hale County",16622,51.7,48.3,0.2,0.2,59.3,0.8,0.5,0.0,39.9
2006,01,065,Alabama,"Hale County",16427,51.8,48.2,0.2,0.2,59.2,0.9,0.5,0.0,40.0
2007,01,065,Alabama,"Hale County",16418,52.2,47.8,0.2,0.2,58.7,0.9,0.4,0.0,40.5
2008,01,065,Alabama,"Hale County",16260,52.2,47.8,0.2,0.2,59.1,0.8,0.4,0.0,40.1
2009,01,065,Alabama,"Hale County",16025,52.5,47.5,0.2,0.2,59.0,0.9,0.5,0.0,40.1
2010,01,065,Alabama,"Hale County",15708,52.6,47.4,0.3,0.2,59.0,0.8,0.5,0.0,39.9
2000,01,067,Alabama,"Henry County",16341,52.4,47.6,0.2,0.1,32.5,1.5,0.6,0.0,66.6
2001,01,067,Alabama,"Henry County",16358,52.4,47.6,0.2,0.1,32.5,1.7,0.6,0.0,66.5
2002,01,067,Alabama,"Henry County",16447,52.6,47.4,0.2,0.1,32.3,1.6,0.7,0.0,66.7
2003,01,067,Alabama,"Henry County",16563,52.5,47.5,0.2,0.1,31.5,1.9,0.7,0.0,67.4
2004,01,067,Alabama,"Henry County",16692,52.2,47.8,0.2,0.1,31.5,2.0,0.8,0.0,67.3
2005,01,067,Alabama,"Henry County",16752,52.3,47.7,0.3,0.2,31.0,2.1,0.8,0.0,67.6
2006,01,067,Alabama,"Henry County",16953,52.2,47.8,0.3,0.2,30.6,2.2,0.8,0.0,68.0
2007,01,067,Alabama,"Henry County",17108,52.0,48.0,0.3,0.3,30.4,2.1,0.8,0.0,68.2
2008,01,067,Alabama,"Henry County",17129,52.2,47.8,0.3,0.3,30.0,2.1,0.9,0.0,68.5
2009,01,067,Alabama,"Henry County",17243,51.9,48.1,0.3,0.3,29.2,2.2,0.9,0.0,69.2
2010,01,067,Alabama,"Henry County",17307,52.0,48.0,0.5,0.3,28.7,2.2,0.9,0.0,69.6
2000,01,069,Alabama,"Houston County",88943,52.5,47.5,0.4,0.6,24.7,1.3,0.8,0.0,73.4
2001,01,069,Alabama,"Houston County",89490,52.4,47.6,0.4,0.7,24.8,1.4,0.9,0.0,73.2
2002,01,069,Alabama,"Houston County",89940,52.4,47.6,0.4,0.7,24.9,1.6,0.9,0.0,73.1
2003,01,069,Alabama,"Houston County",91321,52.4,47.6,0.4,0.7,25.1,1.7,1.0,0.0,72.7
2004,01,069,Alabama,"Houston County",92593,52.3,47.7,0.4,0.7,25.3,1.9,1.1,0.0,72.4
2005,01,069,Alabama,"Houston County",93903,52.3,47.7,0.5,0.8,25.4,2.1,1.2,0.0,72.1
2006,01,069,Alabama,"Houston County",95846,52.3,47.7,0.5,0.8,25.5,2.2,1.3,0.0,72.0
2007,01,069,Alabama,"Houston County",97727,52.2,47.8,0.5,0.8,25.6,2.4,1.3,0.1,71.8
2008,01,069,Alabama,"Houston County",99183,52.0,48.0,0.5,0.8,25.8,2.6,1.4,0.1,71.4
2009,01,069,Alabama,"Houston County",100500,52.0,48.0,0.5,0.8,26.0,2.7,1.5,0.0,71.1
2010,01,069,Alabama,"Houston County",101888,52.0,48.0,0.5,0.8,26.0,3.0,1.6,0.1,71.0
2000,01,071,Alabama,"Jackson County",53979,51.2,48.8,1.8,0.2,3.7,1.1,1.8,0.0,92.4
2001,01,071,Alabama,"Jackson County",53997,51.2,48.8,1.7,0.2,3.8,1.3,1.9,0.0,92.4
2002,01,071,Alabama,"Jackson County",53758,51.2,48.8,1.6,0.3,3.6,1.4,2.0,0.0,92.5
2003,01,071,Alabama,"Jackson County",53711,51.1,48.9,1.6,0.3,3.7,1.6,2.0,0.0,92.4
2004,01,071,Alabama,"Jackson County",53525,51.2,48.8,1.7,0.3,3.6,1.7,2.1,0.0,92.3
2005,01,071,Alabama,"Jackson County",53332,51.1,48.9,1.6,0.3,3.7,1.8,2.1,0.1,92.2
2006,01,071,Alabama,"Jackson County",53483,51.0,49.0,1.6,0.4,3.5,2.0,2.2,0.1,92.2
2007,01,071,Alabama,"Jackson County",53333,50.9,49.1,1.6,0.4,3.5,2.1,2.3,0.1,92.2
2008,01,071,Alabama,"Jackson County",53525,51.1,48.9,1.6,0.4,3.5,2.3,2.3,0.1,92.1
2009,01,071,Alabama,"Jackson County",53461,50.9,49.1,1.6,0.4,3.5,2.4,2.5,0.1,92.0
2010,01,071,Alabama,"Jackson County",53128,50.9,49.1,1.4,0.4,3.5,2.5,2.6,0.1,92.0
2000,01,073,Alabama,"Jefferson County",662033,52.8,47.2,0.2,0.9,39.6,1.6,0.6,0.0,58.6
2001,01,073,Alabama,"Jefferson County",660197,52.8,47.2,0.3,0.9,39.9,1.8,0.7,0.0,58.2
2002,01,073,Alabama,"Jefferson County",657518,52.8,47.2,0.3,1.0,40.1,2.0,0.7,0.1,57.9
2003,01,073,Alabama,"Jefferson County",657513,52.7,47.3,0.3,1.1,40.4,2.2,0.7,0.1,57.5
2004,01,073,Alabama,"Jefferson County",656023,52.7,47.3,0.3,1.1,40.7,2.4,0.7,0.1,57.1
2005,01,073,Alabama,"Jefferson County",654919,52.7,47.3,0.3,1.2,41.0,2.7,0.8,0.0,56.6
2006,01,073,Alabama,"Jefferson County",655893,52.7,47.3,0.3,1.3,41.4,2.9,0.8,0.1,56.2
2007,01,073,Alabama,"Jefferson County",655163,52.7,47.3,0.3,1.3,41.6,3.2,0.8,0.1,55.9
2008,01,073,Alabama,"Jefferson County",656510,52.7,47.3,0.3,1.3,41.9,3.4,0.9,0.1,55.6
2009,01,073,Alabama,"Jefferson County",658441,52.7,47.3,0.4,1.4,42.1,3.6,0.9,0.1,55.2
2010,01,073,Alabama,"Jefferson County",658555,52.6,47.4,0.4,1.4,42.3,3.9,1.0,0.1,54.8
2000,01,075,Alabama,"Lamar County",15923,51.8,48.2,0.1,0.1,11.9,1.3,0.4,0.0,87.5
2001,01,075,Alabama,"Lamar County",15632,51.7,48.3,0.1,0.1,11.7,1.3,0.5,0.0,87.6
2002,01,075,Alabama,"Lamar County",15446,51.5,48.5,0.1,0.1,11.7,1.3,0.5,0.0,87.5
2003,01,075,Alabama,"Lamar County",15258,51.7,48.3,0.2,0.1,11.6,1.3,0.6,0.0,87.6
2004,01,075,Alabama,"Lamar County",15075,51.4,48.6,0.2,0.1,11.6,1.3,0.6,0.0,87.5
2005,01,075,Alabama,"Lamar County",15009,51.4,48.6,0.1,0.0,11.7,1.2,0.8,0.0,87.3
2006,01,075,Alabama,"Lamar County",14816,51.3,48.7,0.1,0.0,11.7,1.2,0.9,0.0,87.2
2007,01,075,Alabama,"Lamar County",14901,51.5,48.5,0.2,0.0,11.9,1.2,1.0,0.0,86.9
2008,01,075,Alabama,"Lamar County",14799,51.6,48.4,0.1,0.0,11.7,1.2,1.1,0.0,86.9
2009,01,075,Alabama,"Lamar County",14689,51.2,48.8,0.2,0.0,11.4,1.3,1.2,0.0,87.2
2010,01,075,Alabama,"Lamar County",14508,51.2,48.8,0.5,0.1,11.3,1.2,1.0,0.0,87.0
2000,01,077,Alabama,"Lauderdale County",88039,52.2,47.8,0.3,0.4,9.9,1.0,0.6,0.0,88.8
2001,01,077,Alabama,"Lauderdale County",87791,52.2,47.8,0.3,0.4,9.8,1.1,0.7,0.0,88.8
2002,01,077,Alabama,"Lauderdale County",87627,52.2,47.8,0.3,0.5,9.8,1.2,0.8,0.0,88.6
2003,01,077,Alabama,"Lauderdale County",88103,52.1,47.9,0.3,0.5,9.8,1.3,0.8,0.0,88.5
2004,01,077,Alabama,"Lauderdale County",88732,52.2,47.8,0.3,0.5,9.8,1.4,0.9,0.0,88.4
2005,01,077,Alabama,"Lauderdale County",89358,52.2,47.8,0.3,0.6,9.9,1.6,1.0,0.0,88.2
2006,01,077,Alabama,"Lauderdale County",90294,52.2,47.8,0.3,0.6,9.9,1.7,1.1,0.0,88.0
2007,01,077,Alabama,"Lauderdale County",91107,52.2,47.8,0.4,0.7,9.9,1.9,1.1,0.0,87.9
2008,01,077,Alabama,"Lauderdale County",92202,52.2,47.8,0.4,0.7,10.0,2.0,1.2,0.0,87.7
2009,01,077,Alabama,"Lauderdale County",92526,52.1,47.9,0.4,0.8,10.1,2.2,1.3,0.0,87.5
2010,01,077,Alabama,"Lauderdale County",92679,52.1,47.9,0.4,0.8,10.1,2.3,1.4,0.1,87.4
2000,01,079,Alabama,"Lawrence County",34874,50.9,49.1,5.4,0.1,13.4,1.1,3.0,0.0,78.1
2001,01,079,Alabama,"Lawrence County",34870,51.0,49.0,5.3,0.1,13.1,1.2,3.1,0.0,78.4
2002,01,079,Alabama,"Lawrence County",34698,51.0,49.0,5.3,0.1,12.9,1.3,3.3,0.0,78.4
2003,01,079,Alabama,"Lawrence County",34488,51.0,49.0,5.5,0.1,12.4,1.3,3.4,0.0,78.6
2004,01,079,Alabama,"Lawrence County",34318,51.0,49.0,5.5,0.1,12.3,1.4,3.5,0.0,78.6
2005,01,079,Alabama,"Lawrence County",34435,51.1,48.9,5.5,0.1,12.1,1.4,3.7,0.0,78.5
2006,01,079,Alabama,"Lawrence County",34028,51.0,49.0,5.6,0.1,12.0,1.5,3.9,0.0,78.4
2007,01,079,Alabama,"Lawrence County",34293,51.2,48.8,5.5,0.1,11.9,1.5,3.9,0.0,78.5
2008,01,079,Alabama,"Lawrence County",34196,51.1,48.9,5.6,0.1,11.9,1.6,4.1,0.0,78.3
2009,01,079,Alabama,"Lawrence County",34315,51.1,48.9,5.6,0.1,11.6,1.7,4.1,0.0,78.6
2010,01,079,Alabama,"Lawrence County",34342,51.0,49.0,5.7,0.2,11.6,1.9,4.1,0.1,78.3
2000,01,081,Alabama,"Lee County",115430,50.8,49.2,0.3,1.7,22.8,1.5,0.8,0.0,74.5
2001,01,081,Alabama,"Lee County",116819,50.8,49.2,0.3,1.7,22.9,1.7,0.9,0.0,74.2
2002,01,081,Alabama,"Lee County",118392,50.8,49.2,0.3,1.8,22.9,1.8,0.9,0.0,74.0
2003,01,081,Alabama,"Lee County",120071,50.7,49.3,0.3,2.0,22.9,1.9,1.0,0.0,73.8
2004,01,081,Alabama,"Lee County",122274,50.7,49.3,0.3,2.1,22.9,2.2,1.0,0.1,73.6
2005,01,081,Alabama,"Lee County",126133,50.7,49.3,0.3,2.2,23.0,2.3,1.1,0.1,73.3
2006,01,081,Alabama,"Lee County",129247,50.6,49.4,0.3,2.3,23.0,2.5,1.1,0.1,73.2
2007,01,081,Alabama,"Lee County",131934,50.6,49.4,0.3,2.4,22.9,2.8,1.2,0.1,73.1
2008,01,081,Alabama,"Lee County",134524,50.5,49.5,0.3,2.4,23.0,3.0,1.3,0.1,72.8
2009,01,081,Alabama,"Lee County",138566,50.6,49.4,0.3,2.6,22.9,3.2,1.4,0.1,72.7
2010,01,081,Alabama,"Lee County",140780,50.7,49.3,0.4,2.7,23.0,3.3,1.4,0.1,72.5
2000,01,083,Alabama,"Limestone County",65966,49.3,50.7,0.5,0.4,13.4,2.7,0.8,0.0,85.0
2001,01,083,Alabama,"Limestone County",66936,49.2,50.8,0.6,0.5,13.3,3.0,0.8,0.0,84.8
2002,01,083,Alabama,"Limestone County",67677,49.2,50.8,0.6,0.5,13.2,3.3,1.0,0.1,84.6
2003,01,083,Alabama,"Limestone County",68578,49.1,50.9,0.7,0.6,13.1,3.5,1.1,0.1,84.5
2004,01,083,Alabama,"Limestone County",69593,49.2,50.8,0.7,0.6,12.9,3.6,1.2,0.1,84.6
2005,01,083,Alabama,"Limestone County",71303,49.2,50.8,0.7,0.6,12.8,4.0,1.3,0.1,84.4
2006,01,083,Alabama,"Limestone County",73651,49.2,50.8,0.8,0.7,12.8,4.4,1.4,0.1,84.3
2007,01,083,Alabama,"Limestone County",76063,49.3,50.7,0.8,0.8,12.7,4.7,1.5,0.1,84.1
2008,01,083,Alabama,"Limestone County",78835,49.1,50.9,0.8,0.9,12.9,4.9,1.6,0.1,83.7
2009,01,083,Alabama,"Limestone County",81326,49.3,50.7,0.8,1.0,12.8,5.4,1.7,0.2,83.5
2010,01,083,Alabama,"Limestone County",83193,49.4,50.6,0.9,1.1,12.9,5.6,1.7,0.2,83.3
2000,01,085,Alabama,"Lowndes County",13471,53.1,46.9,0.1,0.1,73.4,0.6,0.5,0.0,25.9
2001,01,085,Alabama,"Lowndes County",13329,53.0,47.0,0.1,0.1,73.7,0.6,0.5,0.0,25.6
2002,01,085,Alabama,"Lowndes County",13231,52.6,47.4,0.1,0.1,73.5,0.6,0.5,0.0,25.8
2003,01,085,Alabama,"Lowndes County",12996,52.6,47.4,0.1,0.1,73.7,0.6,0.4,0.0,25.6
2004,01,085,Alabama,"Lowndes County",12623,52.5,47.5,0.1,0.1,73.9,0.6,0.5,0.0,25.3
2005,01,085,Alabama,"Lowndes County",12397,52.8,47.2,0.2,0.2,73.3,0.7,0.5,0.0,25.8
2006,01,085,Alabama,"Lowndes County",12124,52.8,47.2,0.2,0.2,73.3,0.7,0.4,0.0,25.9
2007,01,085,Alabama,"Lowndes County",11973,52.6,47.4,0.2,0.2,73.3,0.7,0.4,0.0,25.9
2008,01,085,Alabama,"Lowndes County",11813,52.8,47.2,0.2,0.2,73.7,0.7,0.5,0.0,25.5
2009,01,085,Alabama,"Lowndes County",11486,53.1,46.9,0.2,0.2,73.8,0.7,0.5,0.0,25.3
2010,01,085,Alabama,"Lowndes County",11259,53.1,46.9,0.5,0.2,73.4,0.6,0.6,0.0,25.2
2000,01,087,Alabama,"Macon County",24047,54.0,46.0,0.2,0.4,84.9,0.7,0.6,0.0,13.8
2001,01,087,Alabama,"Macon County",23925,54.1,45.9,0.2,0.4,84.4,0.7,0.7,0.0,14.4
2002,01,087,Alabama,"Macon County",23563,54.3,45.7,0.2,0.4,84.1,0.7,0.7,0.0,14.6
2003,01,087,Alabama,"Macon County",23110,54.3,45.7,0.1,0.4,84.1,0.8,0.7,0.0,14.7
2004,01,087,Alabama,"Macon County",22685,54.0,46.0,0.1,0.4,83.8,0.8,0.8,0.0,14.9
2005,01,087,Alabama,"Macon County",22388,53.9,46.1,0.2,0.4,83.5,0.9,0.9,0.0,15.0
