year,state_fips,county_fips,state,county,total,female,male,alaskan_or_am_indian,asian,black,hispanic,mixed,pacific_islander,white
2002,44,003,"Rhode Island","Kent County",169478,51.9,48.1,0.3,1.5,1.2,2.1,1.0,0.0,95.9
2003,44,003,"Rhode Island","Kent County",170641,51.9,48.1,0.3,1.7,1.3,2.2,1.1,0.0,95.7
2004,44,003,"Rhode Island","Kent County",170539,51.9,48.1,0.3,1.8,1.4,2.4,1.1,0.0,95.4
2005,44,003,"Rhode Island","Kent County",169815,51.9,48.1,0.3,1.8,1.4,2.5,1.2,0.0,95.3
2006,44,003,"Rhode Island","Kent County",168522,51.9,48.1,0.3,1.9,1.4,2.7,1.3,0.0,95.1
2007,44,003,"Rhode Island","Kent County",167515,51.9,48.1,0.3,2.0,1.5,2.8,1.4,0.0,94.9
2008,44,003,"Rhode Island","Kent County",167269,52.0,48.0,0.3,2.0,1.5,2.9,1.4,0.0,94.7
2009,44,003,"Rhode Island","Kent County",166766,51.9,48.1,0.3,2.1,1.6,3.1,1.5,0.0,94.5
2010,44,003,"Rhode Island","Kent County",166103,51.9,48.1,0.3,2.1,1.6,3.3,1.6,0.0,94.4
2000,44,005,"Rhode Island","Newport County",85734,51.4,48.6,0.5,1.3,4.0,2.8,1.5,0.1,92.7
2001,44,005,"Rhode Island","Newport County",85754,51.4,48.6,0.5,1.3,4.1,3.0,1.6,0.1,92.5
2002,44,005,"Rhode Island","Newport County",85953,51.4,48.6,0.5,1.3,4.0,3.2,1.7,0.1,92.5
2003,44,005,"Rhode Island","Newport County",85646,51.6,48.4,0.4,1.3,4.0,3.3,1.8,0.1,92.3
2004,44,005,"Rhode Island","Newport County",85509,51.3,48.7,0.4,1.3,4.0,3.5,1.9,0.1,92.2
2005,44,005,"Rhode Island","Newport County",83962,51.4,48.6,0.4,1.4,3.8,3.5,2.1,0.1,92.3
2006,44,005,"Rhode Island","Newport County",85130,51.3,48.7,0.5,1.4,3.9,3.8,2.2,0.1,92.0
2007,44,005,"Rhode Island","Newport County",82881,51.3,48.7,0.4,1.4,3.7,3.8,2.3,0.1,92.0
2008,44,005,"Rhode Island","Newport County",82505,51.3,48.7,0.4,1.6,3.7,4.1,2.4,0.1,91.8
2009,44,005,"Rhode Island","Newport County",82896,51.2,48.8,0.5,1.5,3.8,4.2,2.5,0.1,91.6
2010,44,005,"Rhode Island","Newport County",82852,51.3,48.7,0.4,1.6,3.7,4.3,2.8,0.1,91.3
2000,44,007,"Rhode Island","Providence County",622378,52.1,47.9,0.6,3.2,8.6,13.5,1.5,0.2,85.9
2001,44,007,"Rhode Island","Providence County",626935,52.1,47.9,0.7,3.2,8.8,14.1,1.6,0.2,85.5
2002,44,007,"Rhode Island","Providence County",632252,52.0,48.0,0.7,3.4,9.1,14.7,1.7,0.2,84.9
2003,44,007,"Rhode Island","Providence County",636149,52.0,48.0,0.8,3.4,9.3,15.3,1.8,0.2,84.4
2004,44,007,"Rhode Island","Providence County",638358,51.9,48.1,0.8,3.5,9.6,15.8,2.0,0.2,83.9
2005,44,007,"Rhode Island","Providence County",635060,51.9,48.1,0.9,3.6,9.8,16.3,2.1,0.2,83.4
2006,44,007,"Rhode Island","Providence County",631691,51.8,48.2,0.9,3.6,10.0,16.8,2.2,0.2,83.0
2007,44,007,"Rhode Island","Providence County",629110,51.8,48.2,1.0,3.7,10.3,17.3,2.4,0.2,82.6
2008,44,007,"Rhode Island","Providence County",627889,51.7,48.3,1.0,3.7,10.4,17.8,2.5,0.2,82.1
2009,44,007,"Rhode Island","Providence County",626304,51.7,48.3,1.1,3.8,10.6,18.4,2.6,0.2,81.6
2010,44,007,"Rhode Island","Providence County",627070,51.7,48.3,1.1,3.9,10.8,18.9,2.7,0.2,81.3
2000,44,009,"Rhode Island","Washington County",123943,51.5,48.5,1.0,1.6,1.0,1.4,1.1,0.0,95.4
2001,44,009,"Rhode Island","Washington County",124995,51.5,48.5,0.9,1.6,1.1,1.6,1.1,0.0,95.2
2002,44,009,"Rhode Island","Washington County",126462,51.5,48.5,0.9,1.6,1.1,1.7,1.2,0.0,95.1
2003,44,009,"Rhode Island","Washington County",127248,51.4,48.6,1.0,1.7,1.1,1.8,1.2,0.0,95.0
2004,44,009,"Rhode Island","Washington County",127960,51.4,48.6,1.0,1.7,1.1,1.9,1.3,0.0,94.9
2005,44,009,"Rhode Island","Washington County",127412,51.4,48.6,1.0,1.7,1.1,2.0,1.4,0.0,94.8
2006,44,009,"Rhode Island","Washington County",126757,51.3,48.7,1.0,1.7,1.1,2.1,1.4,0.0,94.8
2007,44,009,"Rhode Island","Washington County",126895,51.3,48.7,1.0,1.7,1.2,2.2,1.5,0.0,94.7
2008,44,009,"Rhode Island","Washington County",126672,51.4,48.6,1.0,1.7,1.2,2.3,1.6,0.0,94.6
2009,44,009,"Rhode Island","Washington County",127605,51.5,48.5,0.9,1.7,1.3,2.4,1.6,0.0,94.4
2010,44,009,"Rhode Island","Washington County",127008,51.4,48.6,0.9,1.7,1.3,2.4,1.8,0.0,94.4
2000,45,001,"South Carolina","Abbeville County",26229,52.1,47.9,0.1,0.2,30.4,0.8,0.5,0.0,68.7
2001,45,001,"South Carolina","Abbeville County",26330,52.1,47.9,0.1,0.2,29.9,0.8,0.5,0.0,69.2
2002,45,001,"South Carolina","Abbeville County",26311,51.9,48.1,0.1,0.2,29.6,0.9,0.5,0.0,69.5
2003,45,001,"South Carolina","Abbeville County",26306,51.9,48.1,0.1,0.2,29.3,0.9,0.6,0.0,69.7
2004,45,001,"South Carolina","Abbeville County",26235,51.7,48.3,0.1,0.2,29.1,1.0,0.7,0.0,69.9
2005,45,001,"South Carolina","Abbeville County",25995,51.6,48.4,0.2,0.3,28.8,0.9,0.7,0.0,69.9
2006,45,001,"South Carolina","Abbeville County",25821,51.7,48.3,0.2,0.3,28.7,1.0,0.9,0.0,70.0
2007,45,001,"South Carolina","Abbeville County",25745,51.7,48.3,0.2,0.3,28.5,1.0,1.0,0.0,70.0
2008,45,001,"South Carolina","Abbeville County",25699,51.4,48.6,0.2,0.3,28.7,1.0,1.0,0.0,69.8
2009,45,001,"South Carolina","Abbeville County",25614,51.5,48.5,0.2,0.3,28.4,1.0,1.0,0.0,70.0
2010,45,001,"South Carolina","Abbeville County",25335,51.5,48.5,0.3,0.3,28.5,1.1,0.9,0.0,69.9
2000,45,003,"South Carolina","Aiken County",142742,51.8,48.2,0.4,0.7,25.7,2.1,0.9,0.0,72.3
2001,45,003,"South Carolina","Aiken County",143676,51.7,48.3,0.4,0.7,25.8,2.4,1.0,0.0,72.1
2002,45,003,"South Carolina","Aiken County",145226,51.7,48.3,0.4,0.7,25.6,2.6,1.0,0.0,72.3
2003,45,003,"South Carolina","Aiken County",146793,51.7,48.3,0.4,0.7,25.5,2.9,1.1,0.0,72.2
2004,45,003,"South Carolina","Aiken County",148746,51.6,48.4,0.5,0.8,25.4,3.2,1.2,0.0,72.2
2005,45,003,"South Carolina","Aiken County",150152,51.5,48.5,0.5,0.8,25.3,3.6,1.3,0.0,72.1
2006,45,003,"South Carolina","Aiken County",152577,51.6,48.4,0.5,0.7,25.3,3.9,1.3,0.0,72.1
2007,45,003,"South Carolina","Aiken County",154814,51.6,48.4,0.5,0.8,25.0,4.2,1.4,0.0,72.2
2008,45,003,"South Carolina","Aiken County",156896,51.5,48.5,0.5,0.8,24.9,4.5,1.5,0.1,72.2
2009,45,003,"South Carolina","Aiken County",158499,51.6,48.4,0.5,0.8,24.9,4.7,1.6,0.1,72.1
2010,45,003,"South Carolina","Aiken County",160565,51.5,48.5,0.5,0.9,24.9,4.9,1.7,0.1,72.0
2000,45,005,"South Carolina","Allendale County",11193,47.9,52.1,0.1,0.2,71.2,1.6,0.4,0.1,28.1
2001,45,005,"South Carolina","Allendale County",11022,47.9,52.1,0.1,0.2,71.5,1.7,0.4,0.1,27.8
2002,45,005,"South Carolina","Allendale County",11114,47.1,52.9,0.1,0.2,71.7,1.8,0.4,0.1,27.5
2003,45,005,"South Carolina","Allendale County",11092,46.5,53.5,0.1,0.2,72.1,1.8,0.4,0.1,27.1
2004,45,005,"South Carolina","Allendale County",11049,46.9,53.1,0.1,0.2,72.6,1.9,0.4,0.0,26.6
2005,45,005,"South Carolina","Allendale County",11021,46.6,53.4,0.1,0.3,72.5,1.8,0.4,0.0,26.6
2006,45,005,"South Carolina","Allendale County",10882,46.7,53.3,0.2,0.4,72.7,1.9,0.5,0.0,26.3
2007,45,005,"South Carolina","Allendale County",10787,46.4,53.6,0.2,0.4,73.0,2.0,0.5,0.0,25.9
2008,45,005,"South Carolina","Allendale County",10803,46.6,53.4,0.2,0.4,73.0,2.2,0.5,0.0,25.8
2009,45,005,"South Carolina","Allendale County",10619,46.2,53.8,0.2,0.4,73.5,2.1,0.5,0.0,25.3
2010,45,005,"South Carolina","Allendale County",10351,46.7,53.3,0.6,0.5,73.8,2.2,0.9,0.0,24.2
2000,45,007,"South Carolina","Anderson County",166304,51.7,48.3,0.2,0.4,16.7,1.1,0.7,0.0,82.0
2001,45,007,"South Carolina","Anderson County",168881,51.7,48.3,0.3,0.5,16.6,1.3,0.7,0.0,81.9
2002,45,007,"South Carolina","Anderson County",170287,51.7,48.3,0.3,0.5,16.6,1.4,0.8,0.0,81.8
2003,45,007,"South Carolina","Anderson County",171862,51.8,48.2,0.3,0.6,16.6,1.6,0.8,0.0,81.8
2004,45,007,"South Carolina","Anderson County",173539,51.8,48.2,0.3,0.6,16.5,1.8,0.9,0.0,81.8
2005,45,007,"South Carolina","Anderson County",175467,51.8,48.2,0.3,0.7,16.4,2.0,0.9,0.0,81.7
2006,45,007,"South Carolina","Anderson County",178579,51.8,48.2,0.3,0.7,16.3,2.2,1.0,0.0,81.7
2007,45,007,"South Carolina","Anderson County",181543,51.8,48.2,0.3,0.7,16.2,2.4,1.1,0.0,81.7
2008,45,007,"South Carolina","Anderson County",184520,51.7,48.3,0.3,0.7,16.2,2.7,1.2,0.0,81.6
2009,45,007,"South Carolina","Anderson County",186544,51.7,48.3,0.3,0.8,16.2,2.9,1.3,0.0,81.5
2010,45,007,"South Carolina","Anderson County",187269,51.8,48.2,0.3,0.8,16.2,3.0,1.4,0.0,81.3
2000,45,009,"South Carolina","Bamberg County",16680,53.0,47.0,0.2,0.2,62.7,0.7,0.4,0.0,36.5
2001,45,009,"South Carolina","Bamberg County",16580,52.9,47.1,0.2,0.2,62.5,0.8,0.5,0.0,36.6
2002,45,009,"South Carolina","Bamberg County",16548,52.8,47.2,0.2,0.2,62.6,0.9,0.5,0.0,36.5
2003,45,009,"South Carolina","Bamberg County",16342,52.5,47.5,0.2,0.2,62.4,1.0,0.6,0.0,36.6
2004,45,009,"South Carolina","Bamberg County",16322,52.6,47.4,0.2,0.2,62.3,1.1,0.6,0.0,36.6
2005,45,009,"South Carolina","Bamberg County",16360,52.6,47.4,0.2,0.4,62.1,1.2,0.6,0.0,36.7
2006,45,009,"South Carolina","Bamberg County",16392,52.6,47.4,0.3,0.4,62.2,1.3,0.7,0.0,36.4
2007,45,009,"South Carolina","Bamberg County",16226,52.4,47.6,0.3,0.4,61.9,1.4,0.7,0.0,36.6
2008,45,009,"South Carolina","Bamberg County",16104,52.6,47.4,0.3,0.4,62.0,1.5,0.8,0.0,36.4
2009,45,009,"South Carolina","Bamberg County",16022,52.6,47.4,0.3,0.4,61.9,1.6,0.8,0.0,36.5
2010,45,009,"South Carolina","Bamberg County",15949,52.5,47.5,0.4,0.4,61.6,1.6,0.9,0.0,36.6
2000,45,011,"South Carolina","Barnwell County",23478,51.9,48.1,0.3,0.4,42.7,1.4,0.6,0.0,55.9
2001,45,011,"South Carolina","Barnwell County",23406,51.9,48.1,0.4,0.4,43.2,1.4,0.7,0.0,55.4
2002,45,011,"South Carolina","Barnwell County",23177,51.9,48.1,0.4,0.4,43.3,1.5,0.8,0.0,55.1
2003,45,011,"South Carolina","Barnwell County",23211,51.9,48.1,0.4,0.4,43.3,1.5,0.8,0.0,55.1
2004,45,011,"South Carolina","Barnwell County",22980,51.9,48.1,0.4,0.4,43.2,1.5,0.9,0.0,55.0
2005,45,011,"South Carolina","Barnwell County",22965,51.8,48.2,0.3,0.5,43.5,1.6,1.0,0.0,54.7
2006,45,011,"South Carolina","Barnwell County",22886,51.8,48.2,0.3,0.5,43.8,1.8,1.1,0.0,54.3
2007,45,011,"South Carolina","Barnwell County",22851,52.0,48.0,0.4,0.5,43.9,1.8,1.2,0.0,54.1
2008,45,011,"South Carolina","Barnwell County",22761,52.4,47.6,0.4,0.5,44.4,1.8,1.2,0.0,53.4
2009,45,011,"South Carolina","Barnwell County",22611,52.4,47.6,0.4,0.5,44.3,1.8,1.3,0.0,53.5
2010,45,011,"South Carolina","Barnwell County",22630,52.2,47.8,0.4,0.6,44.5,1.9,1.3,0.0,53.2
2000,45,013,"South Carolina","Beaufort County",122306,49.4,50.6,0.3,0.8,24.3,6.9,0.9,0.1,73.6
2001,45,013,"South Carolina","Beaufort County",125550,49.6,50.4,0.3,0.9,23.8,7.3,1.0,0.1,73.9
2002,45,013,"South Carolina","Beaufort County",129290,49.7,50.3,0.3,0.9,23.5,7.8,1.1,0.1,74.1
2003,45,013,"South Carolina","Beaufort County",130998,50.3,49.7,0.4,1.0,22.9,8.2,1.2,0.1,74.4
2004,45,013,"South Carolina","Beaufort County",136331,50.2,49.8,0.4,1.0,22.3,8.8,1.3,0.1,75.0
2005,45,013,"South Carolina","Beaufort County",141498,50.2,49.8,0.4,1.1,21.8,9.5,1.3,0.1,75.3
2006,45,013,"South Carolina","Beaufort County",147213,50.3,49.7,0.4,1.1,21.3,10.0,1.4,0.1,75.7
2007,45,013,"South Carolina","Beaufort County",151411,50.3,49.7,0.4,1.2,20.7,10.7,1.5,0.1,76.1
2008,45,013,"South Carolina","Beaufort County",156399,50.5,49.5,0.4,1.2,20.3,11.2,1.6,0.1,76.4
2009,45,013,"South Carolina","Beaufort County",159737,50.5,49.5,0.4,1.2,20.0,11.7,1.6,0.1,76.6
2010,45,013,"South Carolina","Beaufort County",162989,50.6,49.4,0.4,1.3,19.7,12.1,1.6,0.1,76.8
2000,45,015,"South Carolina","Berkeley County",143410,49.2,50.8,0.5,2.0,26.9,2.8,1.3,0.1,69.2
2001,45,015,"South Carolina","Berkeley County",145153,49.3,50.7,0.6,2.0,26.9,3.1,1.5,0.1,69.0
2002,45,015,"South Carolina","Berkeley County",146733,49.4,50.6,0.6,2.0,26.7,3.3,1.6,0.1,69.0
2003,45,015,"South Carolina","Berkeley County",148035,49.8,50.2,0.6,2.0,26.6,3.6,1.7,0.1,69.0
2004,45,015,"South Carolina","Berkeley County",151789,49.8,50.2,0.6,2.0,26.4,4.0,1.8,0.1,69.1
2005,45,015,"South Carolina","Berkeley County",153489,50.3,49.7,0.6,2.1,26.3,4.3,1.8,0.1,68.9
2006,45,015,"South Carolina","Berkeley County",159501,49.8,50.2,0.7,2.2,26.1,4.6,2.0,0.1,69.0
2007,45,015,"South Carolina","Berkeley County",164913,49.8,50.2,0.7,2.3,25.9,5.0,2.0,0.1,69.1
2008,45,015,"South Carolina","Berkeley County",171099,49.9,50.1,0.7,2.3,25.8,5.4,2.1,0.1,68.9
2009,45,015,"South Carolina","Berkeley County",175092,50.0,50.0,0.7,2.3,25.5,5.7,2.3,0.1,69.0
2010,45,015,"South Carolina","Berkeley County",178783,50.1,49.9,0.7,2.4,25.5,6.1,2.3,0.1,69.0
2000,45,017,"South Carolina","Calhoun County",15192,52.6,47.4,0.2,0.1,48.6,1.4,0.5,0.0,50.5
2001,45,017,"South Carolina","Calhoun County",15301,52.4,47.6,0.2,0.1,48.5,1.5,0.5,0.0,50.6
2002,45,017,"South Carolina","Calhoun County",15257,52.0,48.0,0.2,0.2,47.8,1.8,0.5,0.0,51.3
2003,45,017,"South Carolina","Calhoun County",15309,51.7,48.3,0.2,0.2,47.3,1.9,0.5,0.1,51.8
2004,45,017,"South Carolina","Calhoun County",15247,51.9,48.1,0.2,0.2,46.2,2.1,0.6,0.0,52.7
2005,45,017,"South Carolina","Calhoun County",15212,51.6,48.4,0.3,0.2,45.4,2.2,0.7,0.0,53.4
2006,45,017,"South Carolina","Calhoun County",15229,51.5,48.5,0.3,0.2,44.5,2.4,0.8,0.1,54.0
2007,45,017,"South Carolina","Calhoun County",15260,51.2,48.8,0.4,0.2,44.1,2.4,0.9,0.1,54.4
2008,45,017,"South Carolina","Calhoun County",15175,51.2,48.8,0.4,0.2,44.1,2.7,0.9,0.1,54.2
2009,45,017,"South Carolina","Calhoun County",15268,51.2,48.8,0.4,0.2,43.3,2.8,0.9,0.0,55.1
2010,45,017,"South Carolina","Calhoun County",15126,51.3,48.7,0.6,0.3,42.8,2.9,1.0,0.1,55.2
2000,45,019,"South Carolina","Charleston County",310749,51.7,48.3,0.3,1.2,34.7,2.4,0.8,0.1,63.0
2001,45,019,"South Carolina","Charleston County",313065,51.7,48.3,0.3,1.2,34.2,2.7,0.9,0.1,63.3
2002,45,019,"South Carolina","Charleston County",317379,51.7,48.3,0.3,1.3,33.6,3.0,1.0,0.1,63.7
2003,45,019,"South Carolina","Charleston County",321222,51.7,48.3,0.3,1.3,33.1,3.3,1.1,0.1,64.1
2004,45,019,"South Carolina","Charleston County",328105,51.5,48.5,0.4,1.4,32.4,3.6,1.1,0.1,64.7
2005,45,019,"South Carolina","Charleston County",331589,51.5,48.5,0.4,1.4,32.1,3.9,1.1,0.1,65.0
2006,45,019,"South Carolina","Charleston County",334826,51.5,48.5,0.4,1.4,31.7,4.2,1.2,0.1,65.2
2007,45,019,"South Carolina","Charleston County",337147,51.5,48.5,0.4,1.4,31.4,4.5,1.2,0.1,65.5
2008,45,019,"South Carolina","Charleston County",341921,51.6,48.4,0.5,1.4,30.9,4.9,1.3,0.1,65.9
2009,45,019,"South Carolina","Charleston County",346795,51.6,48.4,0.4,1.4,30.4,5.1,1.3,0.1,66.3
2010,45,019,"South Carolina","Charleston County",351482,51.5,48.5,0.5,1.4,30.1,5.4,1.4,0.1,66.6
2000,45,021,"South Carolina","Cherokee County",52649,51.6,48.4,0.2,0.4,20.7,2.1,0.7,0.0,78.1
2001,45,021,"South Carolina","Cherokee County",53020,51.5,48.5,0.2,0.4,20.5,2.3,0.7,0.0,78.1
2002,45,021,"South Carolina","Cherokee County",53407,51.6,48.4,0.2,0.4,20.6,2.4,0.8,0.0,78.0
2003,45,021,"South Carolina","Cherokee County",53437,51.5,48.5,0.3,0.5,20.5,2.6,0.8,0.0,77.9
2004,45,021,"South Carolina","Cherokee County",53642,51.5,48.5,0.3,0.4,20.4,2.7,0.9,0.0,78.0
2005,45,021,"South Carolina","Cherokee County",53772,51.6,48.4,0.3,0.5,20.4,2.9,0.9,0.1,77.8
2006,45,021,"South Carolina","Cherokee County",54166,51.5,48.5,0.4,0.5,20.4,3.1,1.0,0.1,77.7
2007,45,021,"South Carolina","Cherokee County",54467,51.5,48.5,0.4,0.5,20.4,3.3,1.0,0.1,77.7
2008,45,021,"South Carolina","Cherokee County",54981,51.5,48.5,0.4,0.5,20.5,3.4,1.1,0.1,77.5
2009,45,021,"South Carolina","Cherokee County",55149,51.4,48.6,0.4,0.5,20.4,3.6,1.2,0.1,77.4
2010,45,021,"South Carolina","Cherokee County",55397,51.5,48.5,0.4,0.6,20.6,3.7,1.2,0.1,77.2
2000,45,023,"South Carolina","Chester County",34159,51.9,48.1,0.3,0.3,38.8,0.7,0.5,0.0,60.1
2001,45,023,"South Carolina","Chester County",34064,51.8,48.2,0.3,0.3,38.6,0.9,0.5,0.0,60.2
2002,45,023,"South Carolina","Chester County",34083,51.7,48.3,0.3,0.3,38.6,0.9,0.6,0.0,60.2
2003,45,023,"South Carolina","Chester County",33920,51.7,48.3,0.4,0.3,38.3,1.0,0.7,0.0,60.3
2004,45,023,"South Carolina","Chester County",33633,51.7,48.3,0.4,0.3,38.2,1.1,0.8,0.0,60.4
2005,45,023,"South Carolina","Chester County",33373,51.6,48.4,0.4,0.3,38.0,1.2,0.9,0.0,60.3
2006,45,023,"South Carolina","Chester County",33222,51.5,48.5,0.4,0.3,37.9,1.3,1.0,0.0,60.3
2007,45,023,"South Carolina","Chester County",33247,51.6,48.4,0.4,0.3,37.9,1.3,1.1,0.0,60.3
2008,45,023,"South Carolina","Chester County",33454,51.7,48.3,0.4,0.3,37.7,1.5,1.2,0.0,60.4
2009,45,023,"South Carolina","Chester County",33210,51.7,48.3,0.4,0.3,37.7,1.4,1.3,0.0,60.3
2010,45,023,"South Carolina","Chester County",33096,51.7,48.3,0.5,0.3,37.6,1.6,1.3,0.0,60.3
2000,45,025,"South Carolina","Chesterfield County",42911,51.7,48.3,0.3,0.3,33.3,2.3,0.6,0.0,65.4
2001,45,025,"South Carolina","Chesterfield County",43339,51.7,48.3,0.4,0.3,33.3,2.5,0.7,0.0,65.4
2002,45,025,"South Carolina","Chesterfield County",43834,51.7,48.3,0.4,0.3,33.3,2.6,0.8,0.0,65.2
2003,45,025,"South Carolina","Chesterfield County",44107,51.5,48.5,0.4,0.3,33.3,2.7,0.8,0.0,65.1
2004,45,025,"South Carolina","Chesterfield County",44348,51.6,48.4,0.5,0.3,33.3,2.8,0.9,0.0,65.0
2005,45,025,"South Carolina","Chesterfield County",44766,51.6,48.4,0.5,0.4,33.2,2.9,1.1,0.0,64.8
2006,45,025,"South Carolina","Chesterfield County",45103,51.6,48.4,0.6,0.4,33.1,3.1,1.1,0.0,64.8
2007,45,025,"South Carolina","Chesterfield County",45708,51.4,48.6,0.5,0.4,33.1,3.2,1.3,0.0,64.7
2008,45,025,"South Carolina","Chesterfield County",46319,51.5,48.5,0.6,0.4,33.1,3.3,1.4,0.0,64.6
2009,45,025,"South Carolina","Chesterfield County",46638,51.5,48.5,0.6,0.4,32.9,3.4,1.5,0.0,64.6
2010,45,025,"South Carolina","Chesterfield County",46665,51.4,48.6,0.6,0.4,32.9,3.6,1.5,0.1,64.5
2000,45,027,"South Carolina","Clarendon County",32528,50.9,49.1,0.2,0.3,53.3,1.7,0.5,0.0,45.7
2001,45,027,"South Carolina","Clarendon County",32887,50.7,49.3,0.2,0.3,53.0,1.9,0.5,0.0,46.0
2002,45,027,"South Carolina","Clarendon County",33094,50.8,49.2,0.2,0.4,52.7,2.0,0.5,0.0,46.2
2003,45,027,"South Carolina","Clarendon County",33305,50.7,49.3,0.2,0.4,52.5,2.0,0.5,0.0,46.4
2004,45,027,"South Carolina","Clarendon County",33622,50.8,49.2,0.2,0.4,52.2,2.2,0.5,0.0,46.6
2005,45,027,"South Carolina","Clarendon County",33847,50.7,49.3,0.2,0.5,51.6,2.3,0.6,0.0,47.1
2006,45,027,"South Carolina","Clarendon County",34094,50.7,49.3,0.3,0.5,51.4,2.3,0.6,0.0,47.2
2007,45,027,"South Carolina","Clarendon County",34250,50.7,49.3,0.3,0.6,50.9,2.4,0.6,0.0,47.7
2008,45,027,"South Carolina","Clarendon County",34875,50.5,49.5,0.2,0.6,50.7,2.6,0.6,0.0,47.9
2009,45,027,"South Carolina","Clarendon County",34942,50.5,49.5,0.3,0.6,50.3,2.6,0.7,0.0,48.2
2010,45,027,"South Carolina","Clarendon County",34944,50.6,49.4,0.3,0.6,50.2,2.6,0.8,0.0,48.0
2000,45,029,"South Carolina","Colleton County",38304,52.1,47.9,0.6,0.3,42.3,1.4,0.6,0.1,56.1
2001,45,029,"South Carolina","Colleton County",38339,52.1,47.9,0.7,0.3,41.9,1.7,0.7,0.1,56.4
2002,45,029,"South Carolina","Colleton County",38463,52.0,48.0,0.7,0.3,41.6,1.8,0.7,0.1,56.6
2003,45,029,"South Carolina","Colleton County",38543,51.9,48.1,0.7,0.3,41.1,1.9,0.8,0.1,57.1
2004,45,029,"South Carolina","Colleton County",38672,51.8,48.2,0.7,0.3,40.9,2.1,0.9,0.0,57.1
2005,45,029,"South Carolina","Colleton County",38728,51.8,48.2,0.8,0.3,40.7,2.2,0.9,0.0,57.2
2006,45,029,"South Carolina","Colleton County",38608,52.0,48.0,0.8,0.4,40.3,2.3,1.0,0.0,57.5
2007,45,029,"South Carolina","Colleton County",38765,52.0,48.0,0.8,0.4,40.1,2.5,1.1,0.0,57.6
2008,45,029,"South Carolina","Colleton County",39014,51.8,48.2,0.8,0.4,39.9,2.7,1.2,0.0,57.8
2009,45,029,"South Carolina","Colleton County",38864,51.8,48.2,0.8,0.4,39.4,2.8,1.2,0.0,58.1
2010,45,029,"South Carolina","Colleton County",38914,51.8,48.2,0.8,0.4,39.3,2.9,1.3,0.1,58.1
2000,45,031,"South Carolina","Darlington County",67523,52.7,47.3,0.2,0.2,41.8,1.0,0.4,0.0,57.4
2001,45,031,"South Carolina","Darlington County",67863,52.6,47.4,0.2,0.2,41.8,1.1,0.4,0.0,57.3
2002,45,031,"South Carolina","Darlington County",68247,52.6,47.4,0.2,0.2,41.8,1.1,0.5,0.0,57.2
2003,45,031,"South Carolina","Darlington County",68382,52.6,47.4,0.2,0.3,41.8,1.2,0.6,0.0,57.1
2004,45,031,"South Carolina","Darlington County",68155,52.6,47.4,0.2,0.3,41.7,1.2,0.6,0.0,57.2
2005,45,031,"South Carolina","Darlington County",68185,52.5,47.5,0.3,0.3,41.8,1.3,0.7,0.0,57.0
2006,45,031,"South Carolina","Darlington County",68424,52.7,47.3,0.3,0.3,41.8,1.4,0.7,0.0,56.9
2007,45,031,"South Carolina","Darlington County",68489,52.6,47.4,0.3,0.3,41.7,1.5,0.8,0.0,56.9
2008,45,031,"South Carolina","Darlington County",68773,52.6,47.4,0.3,0.3,41.8,1.6,0.9,0.0,56.7
2009,45,031,"South Carolina","Darlington County",68705,52.6,47.4,0.3,0.3,41.7,1.7,1.0,0.0,56.7
2010,45,031,"South Carolina","Darlington County",68617,52.6,47.4,0.3,0.3,41.8,1.7,1.0,0.1,56.5
2000,45,033,"South Carolina","Dillon County",30699,53.4,46.6,2.2,0.4,45.5,1.8,0.6,0.0,51.3
2001,45,033,"South Carolina","Dillon County",30995,53.4,46.6,2.3,0.4,45.6,1.8,0.7,0.0,51.0
2002,45,033,"South Carolina","Dillon County",31000,53.4,46.6,2.3,0.3,45.5,2.0,0.8,0.0,51.0
2003,45,033,"South Carolina","Dillon County",31093,53.2,46.8,2.4,0.3,45.8,2.1,0.8,0.0,50.6
2004,45,033,"South Carolina","Dillon County",31241,53.1,46.9,2.4,0.3,46.3,2.2,0.9,0.0,50.1
2005,45,033,"South Carolina","Dillon County",31239,53.1,46.9,2.6,0.3,46.1,2.4,1.1,0.0,49.9
2006,45,033,"South Carolina","Dillon County",31373,53.1,46.9,2.5,0.3,46.2,2.4,1.1,0.0,49.8
2007,45,033,"South Carolina","Dillon County",31433,52.8,47.2,2.6,0.3,46.2,2.5,1.3,0.0,49.6
2008,45,033,"South Carolina","Dillon County",31585,53.0,47.0,2.7,0.2,46.5,2.5,1.4,0.0,49.2
2009,45,033,"South Carolina","Dillon County",31817,52.9,47.1,2.7,0.3,46.2,2.6,1.4,0.0,49.4
2010,45,033,"South Carolina","Dillon County",32120,52.9,47.1,2.5,0.4,46.4,2.8,1.5,0.1,49.1
2000,45,035,"South Carolina","Dorchester County",96757,51.1,48.9,0.7,1.2,25.2,1.8,1.2,0.1,71.7
2001,45,035,"South Carolina","Dorchester County",98683,51.2,48.8,0.8,1.2,25.4,2.0,1.3,0.1,71.3
2002,45,035,"South Carolina","Dorchester County",101067,51.2,48.8,0.8,1.2,25.5,2.2,1.4,0.1,71.0
2003,45,035,"South Carolina","Dorchester County",104119,51.2,48.8,0.8,1.2,25.5,2.5,1.5,0.1,70.9
2004,45,035,"South Carolina","Dorchester County",107337,51.1,48.9,0.8,1.2,25.6,2.7,1.6,0.1,70.7
